,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
7974,Commercial Property for rent Oba Akran Ikeja Lagos," 15,000,000 ",3LGBM,Oba Akran Ikeja Lagos, , , ,,01 May 2024,01 May 2024
7975,3 bedroom House for rent Dideolu Estate ONIRU Victoria Island Lagos," 10,000,000 ",9LGBL,Dideolu Estate Oniru Victoria Island Lagos,3,4,4,,01 May 2024,01 May 2024
7976,1 bedroom Flat / Apartment for rent Ajah Ajah Lagos," 1,000,000/year ",7LGBL,Ajah Ajah Lagos,1,1,1,Newly Built,01 May 2024,01 May 2024
7977,4 bedroom House for rent Ikate Lekki Lagos," 8,000,000 ",5LGBL,Ikate Lekki Lagos,4,5,5,,01 May 2024,01 May 2024
7978,3 bedroom House for rent Old Ikoyi Ikoyi Lagos," 16,000,000 ",3LGBL,Old Ikoyi Ikoyi Lagos,3,4,4,,01 May 2024,01 May 2024
7979,1 bedroom Flat / Apartment for rent Freedom Way Lekki Phase 1 Lekki Lagos," 750,000/year ",9LGBK,Freedom Way Lekki Phase 1 Lekki Lagos,1,1,1,,01 May 2024,01 May 2024
7980,1 bedroom Flat / Apartment for rent Estate Lekki Phase 1 Lekki Lagos," 2,700,000/year ",5LGBK,Estate Lekki Phase 1 Lekki Lagos,1,1,1,,01 May 2024,01 May 2024
7981,4 bedroom House for rent Osapa London Osapa london Lekki Lagos," 6,000,000/year ",7LGBJ,Osapa London Osapa London Lekki Lagos,4,4,5,,01 May 2024,01 May 2024
7982,3 bedroom House for rent Phase 2 Ogudu GRA Ogudu Lagos," 4,000,000/year ",9LGBH,Phase 2 Ogudu Gra Ogudu Lagos,3,3,4,,01 May 2024,01 May 2024
7983,2 bedroom Flat / Apartment for rent Ebute Metta Adekunle Yaba Lagos," 2,000,000/year ",3LGBG,Ebute Metta Adekunle Yaba Lagos,2,2,3,Newly Built,01 May 2024,01 May 2024
7984,1 bedroom Flat / Apartment for rent Morocco Shomolu Shomolu Lagos," 900,000/year ",1LGBG,Morocco Shomolu Shomolu Lagos,1,2,2,,01 May 2024,01 May 2024
7985,1 bedroom Flat / Apartment for rent Morocco Shomolu Shomolu Lagos," 950,000/year ",7LGBF,Morocco Shomolu Shomolu Lagos,1,2,2,,01 May 2024,01 May 2024
7986,3 bedroom Commercial Property for rent Ebute Metta Adekunle Yaba Lagos," 3,000,000/year ",6LGBF,Ebute Metta Adekunle Yaba Lagos,3,3,3,Newly Built,01 May 2024,01 May 2024
7987,1 bedroom Flat / Apartment for rent Onipanu Shomolu Shomolu Lagos," 850,000/year ",5LGBF,Onipanu Shomolu Shomolu Lagos,1,2,2,,01 May 2024,01 May 2024
7988,1 bedroom Flat / Apartment for rent Onipanu Shomolu Shomolu Lagos," 850,000/year ",5LGBF,Onipanu Shomolu Shomolu Lagos,1,2,2,,01 May 2024,01 May 2024
7989,1 bedroom Commercial Property for rent Ebute Meta Adekunle Yaba Lagos," 700,000/year ",2LGBF,Ebute Meta Adekunle Yaba Lagos,1, , ,Newly Built,01 May 2024,01 May 2024
7990,1 bedroom Flat / Apartment for rent Pedro Palmgroove Shomolu Lagos," 1,200,000/year ",9LGBE,Pedro Palmgroove Shomolu Lagos,1,2,2,Newly Built,01 May 2024,01 May 2024
7991,Flat / Apartment for rent Sangotedo Ajah Lagos," 630,000 ",5LGBE,Sangotedo Ajah Lagos, , , ,Serviced,01 May 2024,01 May 2024
7992,3 bedroom Flat / Apartment for rent Pedro Palmgroove Shomolu Lagos," 2,000,000/year ",4LGBE,Pedro Palmgroove Shomolu Lagos,3,3,3,Newly Built,01 May 2024,01 May 2024
7993,2 bedroom Flat / Apartment for rent Adekunle Adekunle Yaba Lagos," 2,500,000/year ",1LGBE,Adekunle Adekunle Yaba Lagos,2,2,3,Newly Built,01 May 2024,01 May 2024
7994,1 bedroom Flat / Apartment for rent Onike Onike Yaba Lagos," 1,200,000/year ",9LGBD,Onike Onike Yaba Lagos,1,1,2,Newly Built,01 May 2024,01 May 2024
7995,1 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos," 1,400,000/year ",1LGBD,Alagomeji Alagomeji Yaba Lagos,1,1,2,Newly Built,01 May 2024,01 May 2024
7996,2 bedroom Flat / Apartment for rent Alagomeji Alagomeji Yaba Lagos," 2,000,000/year ",0LGBD,Alagomeji Alagomeji Yaba Lagos,2,2,3,Newly Built,01 May 2024,01 May 2024
7997,1 bedroom Flat / Apartment for rent Ilaje Bariga Lagos," 550,000/year ",6LGBC,Ilaje Bariga Lagos,1,1,2,,01 May 2024,01 May 2024
7998,1 bedroom Flat / Apartment for rent Ilaje Bariga Lagos," 500,000/year ",5LGBC,Ilaje Bariga Lagos,1,1,2,Newly Built,01 May 2024,01 May 2024
7999,4 bedroom House for rent Lekki Scheme 2 Ajah Lagos," 3,000,000 ",2LGBB,Lekki Scheme 2 Ajah Lagos,4,4,5,,01 May 2024,01 May 2024
8000,4 bedroom House for rent Lekki Scheme 2 Ajah Lagos," 3,000,000 ",0LGBB,Lekki Scheme 2 Ajah Lagos,4,4,5,,01 May 2024,01 May 2024
8001,1 bedroom Flat / Apartment for rent Off New Creation Lekki Phase 1 Lekki Lagos," 3,500,000 ",9LGBA,Off New Creation Lekki Phase 1 Lekki Lagos,1,1,1,Serviced,01 May 2024,01 May 2024
8002,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000 ",7LGBA,Ikate Lekki Lagos,2,2,3,Serviced,01 May 2024,01 May 2024
8003,2 bedroom Flat / Apartment for rent Stra Times Amuwo Odofin Lagos," 1,700,000/year ",3LFTB,Stra Times Amuwo Odofin Lagos,2,2,3,Newly Built,28 Apr 2024,01 May 2024
8004,3 bedroom Flat / Apartment for rent Ladipo Bateye Ikeja GRA Ikeja Lagos," 6,500,000 ",0LGBA,Ladipo Bateye Ikeja Gra Ikeja Lagos,3,3,3,,01 May 2024,01 May 2024
8005,1 bedroom Flat / Apartment for rent Abijo Ajah Lagos," 1,000,000 ",9LGAZ,Abijo Ajah Lagos,1,2,2,Serviced,01 May 2024,01 May 2024
8006,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000 ",5LGAZ,Lekki Phase 1 Lekki Lagos,4,4,5,Newly Built,01 May 2024,01 May 2024
8007,3 bedroom Flat / Apartment for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 5,500,000 ",7LGAY,Off Freedom Way Lekki Phase 1 Lekki Lagos,3,3,4,,01 May 2024,01 May 2024
8008,Flat / Apartment for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 750,000 ",1LGAY,Off Freedom Way Lekki Phase 1 Lekki Lagos, ,1,1,,,
8009,4 bedroom House for rent Chief Kate Igho Street Off Kunsala Ikate Lekki Lagos," 8,500,000/year ",7LGAX,Chief Kate Igho Street Off Kunsala Ikate Lekki Lagos,4,4,5,Newly Built,,
8010,1 bedroom Flat / Apartment for rent Ogudu Ogudu Lagos," 1,500,000/year ",5LDVL,Ogudu Ogudu Lagos,1,1,2,"Furnished ,Newly Built",10 Apr 2024,01 May 2024
8011,1 bedroom Flat / Apartment for rent Alagomeji Yaba Lagos," 1,900,000/year ",5LFUM,Alagomeji Yaba Lagos,1,2,2,"Furnished ,Newly Built",29 Apr 2024,01 May 2024
8012,3 bedroom Flat / Apartment for rent Gbagada Lagos," 3,000,000/year ",2LFXH,Gbagada Lagos,3,3,4,Furnished,30 Apr 2024,01 May 2024
8013,3 bedroom Flat / Apartment for rent Gbagada Lagos," 4,500,000/year ",5LFXJ,Gbagada Lagos,3,3,4,Furnished,30 Apr 2024,01 May 2024
8014,1 bedroom Flat / Apartment for rent Ajah Lagos," 1,000,000 ",7LGAW,Ajah Lagos,1,1,1,"Serviced ,Newly Built",30 Apr 2024,01 May 2024
8015,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000 ",7LGAV,Ikate Lekki Lagos,2,2,3,,01 May 2024,01 May 2024
8016,Flat / Apartment for rent Shomolu Shomolu Lagos," 1,400,000/year ",6LGAV,Shomolu Shomolu Lagos, , , ,,01 May 2024,01 May 2024
8017,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 8,000,000 ",3LGAV,Ikate Lekki Lagos,2,2,3,,01 May 2024,01 May 2024
8018,2 bedroom Flat / Apartment for rent Chevron Conservation chevron Lekki Lagos," 3,500,000 ",0LGAV,Chevron Conservation Chevron Lekki Lagos,2,2,3,,01 May 2024,01 May 2024
8019,4 bedroom House for rent Ajah Lagos," 8,000,000 ",7LGAU,Ajah Lagos,4,4,5,,01 May 2024,01 May 2024
8020,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 5,500,000 ",4LGAU,Lekki Phase 1 Lekki Lagos,3,3,4,,01 May 2024,01 May 2024
8021,3 bedroom Flat / Apartment for rent Ogba Ifako-ogba Ogba Lagos," 2,000,000 ",5LGAT,Ogba Ifako Ogba Ogba Lagos,3,3,4,,01 May 2024,01 May 2024
8022,4 bedroom House for rent Ikate Lekki Lagos," 7,000,000 ",6LGAT,Ikate Lekki Lagos,4,4,5,,01 May 2024,01 May 2024
8023,4 bedroom House for rent Ikate Lekki Lagos," 7,000,000 ",6LGAT,Ikate Lekki Lagos,4,4,5,,01 May 2024,01 May 2024
8024,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,300,000 ",9LGAS,Lekki Phase 1 Lekki Lagos,1,1,1,Serviced,01 May 2024,01 May 2024
8025,2 bedroom Flat / Apartment for rent 6th Avenue Festac Amuwo Odofin Lagos," 1,700,000/year ",5LFMP,6th Avenue Festac Amuwo Odofin Lagos,2,2,3,Newly Built,26 Apr 2024,01 May 2024
8026,2 bedroom Flat / Apartment for rent Street Off Lekki-Epe Expressway Ajah Lagos," 1,600,000/year ",5LGAM,Street Off Lekki Epe Expressway Ajah Lagos,2,3,3,,26 Apr 2024,01 May 2024
8027,1 bedroom Flat / Apartment for rent Street Off Lekki-Epe Expressway Ajah Lagos," 700,000/year ",0LGAM,Street Off Lekki Epe Expressway Ajah Lagos,1,1,1,,26 Apr 2024,01 May 2024
8028,3 bedroom Flat / Apartment for rent Lanre Lasu Igando Road Igando Ikotun/Igando Lagos," 650,000 ",7LGAL,Lanre Lasu Igando Road Igando Ikotun Igando Lagos,3,3,3,,26 Apr 2024,01 May 2024
8029,1 bedroom Flat / Apartment for rent Street Off Lekki-Epe Expressway Ajah Lagos," 800,000/year ",4LGAL,Street Off Lekki Epe Expressway Ajah Lagos,1,1,1,,26 Apr 2024,01 May 2024
8030,2 bedroom Flat / Apartment for rent Itele Close To Ayobo Lagos Ayobo Ipaja Lagos," 300,000 ",0LGAL,Itele Close To Ayobo Lagos Ayobo Ipaja Lagos,2,2,2,,26 Apr 2024,01 May 2024
8031,House for rent Spring Bay Estate Lekki Ikate Lagos Eko Ikate Lekki Lagos," 11,500,000/year ",8LGAK,Spring Bay Estate Lekki Ikate Lagos Eko Ikate Lekki Lagos, , , ,,26 Apr 2024,01 May 2024
8032,4 bedroom House for rent Ikota Lekki Lagos," 4,500,000/year ",3LFWY,Ikota Lekki Lagos,4,4,5,Serviced,30 Apr 2024,01 May 2024
8033,4 bedroom House for rent Ikota Lekki Lagos," 4,000,000/year ",7LFWX,Ikota Lekki Lagos,4,4,5,Serviced,30 Apr 2024,01 May 2024
8034,4 bedroom House for rent Orchid Road Lekki Lagos," 5,000,000/year ",0LEZA,Orchid Road Lekki Lagos,4,4,5,Serviced,22 Apr 2024,01 May 2024
8035,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 15,000,000/year ",8FXTY,Ikoyi Lagos,3,3,4,"Serviced ,Newly Built",12 Apr 2024,01 May 2024
8036,3 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 100,000/year ",5GFAW,Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8037,3 bedroom Flat / Apartment for rent  Banana Island Ikoyi Lagos," 15,000,000/year ",2FXRF,Banana Island Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8038,2 bedroom Flat / Apartment for rent Parkview Estate Ikoyi Lagos," 7,000,000/year ",4FXQT,Parkview Estate Ikoyi Lagos,2,2,2,,12 Apr 2024,01 May 2024
8039,3 bedroom Flat / Apartment for rent Banana Island Ikoyi Lagos," 8,000,000/year ",1HGLS,Banana Island Ikoyi Lagos,3,2,3,Serviced,12 Apr 2024,01 May 2024
8040,3 bedroom Flat / Apartment for rent Banana Island Ikoyi Lagos," 8,000,000/year ",1HGLS,Banana Island Ikoyi Lagos,3,2,3,,12 Apr 2024,01 May 2024
8041,2 bedroom Flat / Apartment for rent  Old Ikoyi Ikoyi Lagos," 6,500,000/year ",2KWGX,Old Ikoyi Ikoyi Lagos,2,1,1,Serviced,12 Apr 2024,01 May 2024
8042,4 bedroom House for rent Old Ikoyi Ikoyi Lagos," 25,000,000/year ",3KRPP,Old Ikoyi Ikoyi Lagos,4,4,5,,12 Apr 2024,01 May 2024
8043,4 bedroom House for rent Westend Estate Ikota Lekki Lagos," 5,000,000/year ",1LFRW,Westend Estate Ikota Lekki Lagos,4,4,5,,27 Apr 2024,01 May 2024
8044,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 90,000/year ",2EGBA,Ikoyi Lagos,3,3,4,"Serviced ,Newly Built",12 Apr 2024,01 May 2024
8045,3 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 100,000/year ",8HEKZ,Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8046,3 bedroom House for rent Banana Island Ikoyi Lagos," 50,000,000/year ",5LEXG,Banana Island Ikoyi Lagos,3,3,4,,21 Apr 2024,01 May 2024
8047,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 7,000,000/year ",5LFZQ,Ikate Lekki Lagos,2,3,3,Furnished,30 Apr 2024,01 May 2024
8048,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 15,000,000/year ",1EFAF,Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8049,3 bedroom Flat / Apartment for rent Off Awolowo Road Ikoyi S.W Ikoyi Lagos," 17,000,000/year ",6KNBF,Off Awolowo Road Ikoyi S.w Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8050,2 bedroom Flat / Apartment for rent Parkview Estate Ikoyi Lagos," 7,000,000/year ",1FXQX,Parkview Estate Ikoyi Lagos,2,2,2,,12 Apr 2024,01 May 2024
8051,"4 bedroom House for rent Off Freedom Way, Lekki Peninsula Ii Lekki Lagos"," 11,000,000/year ",4KZTH,"Off Freedom Way, Lekki Peninsula Ii Lekki Lagos",4,4,5,,03 Mar 2024,01 May 2024
8052,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 15,000,000/year ",7LDTJ,Lekki Phase 1 Lekki Lagos,5,5,6,,09 Apr 2024,01 May 2024
8053,3 bedroom Flat / Apartment for rent Central Ikoyi Lagos," 20,000,000/year ",1EVZK,Central Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8054,4 bedroom House for rent Victoria Island Lagos," 25,000,000/year ",0LFZR,Victoria Island Lagos,4,5,5,Furnished,30 Apr 2024,01 May 2024
8055,3 bedroom Flat / Apartment for rent  Old Ikoyi Ikoyi Lagos," 7,500,000/year ",4KWHU,Old Ikoyi Ikoyi Lagos,3,2,3,Serviced,12 Apr 2024,01 May 2024
8056,3 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 7,000,000/year ",7LDRV,Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,09 Apr 2024,01 May 2024
8057,3 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 25,000,000/year ",1HXSE,Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8058,2 bedroom Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 20,000,000/year ",0LEXT,Old Ikoyi Ikoyi Lagos,2,2,3,,21 Apr 2024,01 May 2024
8059,3 bedroom Flat / Apartment for rent Central Old Ikoyi Ikoyi Lagos," 100,000/year ",6ELAQ,Central Old Ikoyi Ikoyi Lagos,3,3,4,Serviced,12 Apr 2024,01 May 2024
8060,4 bedroom House for rent Oral Estate Lekki Lagos," 4,000,000/year ",8LFVV,Oral Estate Lekki Lagos,4,4,5,,29 Apr 2024,01 May 2024
8061,4 bedroom Flat / Apartment for rent Ikoyi Ikoyi Lagos," 25,000,000/year ",7KWXW,Ikoyi Ikoyi Lagos,4,4,5,Serviced,05 Feb 2024,01 May 2024
8062,4 bedroom House for rent Osapa london Lekki Lagos," 10,000,000/year ",6LFWT,Osapa London Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8063,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 30,000,000/year ",0LFWV,Lekki Phase 1 Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8064,"5 bedroom House for rent Van Daniel, Orchid chevron Lekki Lagos"," 15,000,000/year ",3LFWZ,"Van Daniel, Orchid Chevron Lekki Lagos",5,6,6,"Furnished ,Serviced",30 Apr 2024,01 May 2024
8065,4 bedroom House for rent Ocean Breeze Estate Ologolo Lekki Lagos," 6,500,000/year ",2LFWW,Ocean Breeze Estate Ologolo Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8066,3 bedroom House for rent Idado Lekki Lagos," 3,000,000/year ",7LFWY,Idado Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8067,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 5,500,000/year ",7LFWU,Lekki Phase 1 Lekki Lagos,2,3,3,,30 Apr 2024,01 May 2024
8068,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,500,000/year ",5LFWU,Lekki Phase 1 Lekki Lagos,0,0,0,,30 Apr 2024,01 May 2024
8069,4 bedroom House for rent Orchid chevron Lekki Lagos," 4,000,000/year ",9LFWZ,Orchid Chevron Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8070,4 bedroom House for rent VGC Lekki Lagos," 4,500,000/year ",0LFWZ,Vgc Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8071,4 bedroom House for rent Ikota Lekki Lagos," 5,000,000/year ",9LFWY,Ikota Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8072,4 bedroom House for rent Chevron Drive Lekki Lagos," 5,000,000/year ",6LFWW,Chevron Drive Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8073,2 bedroom House for rent Ikate Lekki Lagos," 6,000,000/year ",2LFWX,Ikate Lekki Lagos,2,4,4,,30 Apr 2024,01 May 2024
8074,5 bedroom House for rent Bourdillon Ikoyi Lagos," 25,000,000/year ",3LFZZ,Bourdillon Ikoyi Lagos,5,6,6,,30 Apr 2024,01 May 2024
8075,5 bedroom House for rent Bourdillon Ikoyi Lagos," 25,000,000/year ",3LFZZ,Bourdillon Ikoyi Lagos,5,6,6,,30 Apr 2024,01 May 2024
8076,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 5,500,000/year ",4LFWZ,Lekki Phase 1 Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8077,2 bedroom House for rent Ikate Ilasan Lekki Lagos," 6,000,000/year ",6LFWV,Ikate Ilasan Lekki Lagos,2,3,3,,30 Apr 2024,01 May 2024
8078,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 12,000,000/year ",3LFWV,Lekki Phase 1 Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8079,3 bedroom House for rent Ikate Lekki Lagos," 7,500,000/year ",8LFWT,Ikate Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8080,4 bedroom House for rent Orchid chevron Lekki Lagos," 5,500,000/year ",9LFWV,Orchid Chevron Lekki Lagos,4,5,5,,30 Apr 2024,01 May 2024
8081,4 bedroom House for rent Oral Estate Lekki Lagos," 8,000,000/year ",4LFWY,Oral Estate Lekki Lagos,4,5,5,"Furnished ,Serviced",30 Apr 2024,01 May 2024
8082,4 bedroom House for rent Dolphin Estate Ikoyi Lagos," 8,500,000/year ",8LFZG,Dolphin Estate Ikoyi Lagos,4,5,5,,30 Apr 2024,01 May 2024
8083,5 bedroom House for rent Victoria Island Victoria Island Lagos," 25,000,000 ",8LGAG,Victoria Island Victoria Island Lagos,5,5,6,,01 May 2024,01 May 2024
8084,"5 bedroom Commercial Property for rent Safari Close, Northern Foreshore Estate chevron Lekki Lagos"," 9,000,000/year ",4LFWT,"Safari Close, Northern Foreshore Estate Chevron Lekki Lagos",5,6,6,,30 Apr 2024,01 May 2024
8085,3 bedroom House for rent Osapa london Lekki Lagos," 3,500,000/year ",4LFWU,Osapa London Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8086,5 bedroom House for rent Safe Court Apartment Ikate Lekki Lagos," 15,000,000/year ",6LFWZ,Safe Court Apartment Ikate Lekki Lagos,5,6,6,"Furnished ,Serviced",30 Apr 2024,01 May 2024
8087,"2 bedroom House for rent By Pinnacle Fuel Station, Marwa Lekki Phase 1 Lekki Lagos"," 5,000,000/year ",0LFWX,"By Pinnacle Fuel Station, Marwa Lekki Phase 1 Lekki Lagos",2,3,3,,30 Apr 2024,01 May 2024
8088,3 bedroom House for rent Ikate Lekki Lagos," 3,500,000/year ",0LFWU,Ikate Lekki Lagos,3,4,4,,30 Apr 2024,01 May 2024
8089,Land for rent Idowu Taylor Victoria Island Lagos," 40,000,000 ",6KAWJ,Idowu Taylor Victoria Island Lagos,0,0,0,,28 Aug 2023,01 May 2024
8090,4 bedroom House for rent Ikota Lekki Lagos," 12,000,000/year ",6KTVM,Ikota Lekki Lagos,4,5,5,"Furnished ,Serviced",24 Apr 2024,01 May 2024
8091,House for rent Victoria Island Lagos," 120,000,000/year ",9JQAM,Victoria Island Lagos,0,0,0,,09 Jun 2023,01 May 2024
8092,House for rent Victoria Island Lagos," 120,000,000/year ",9JQAM,Victoria Island Lagos,0,0,0,,09 Jun 2023,01 May 2024
8093,Land for rent Kofo Abayomi Victoria Island Lagos," 70,000,000/year ",9KAWL,Kofo Abayomi Victoria Island Lagos,0,0,0,,28 Aug 2023,01 May 2024
8094,4 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 8,500,000/year ",6KXUJ,Magodo Gra Phase 2 Kosofe Ikosi Lagos,4,4,5,"Serviced ,Newly Built",13 Feb 2024,01 May 2024
8095,"4 bedroom House for rent House A2, Maven Court, Royal Pine Estate, Orchid Road, chevron Lekki Lagos"," 6,500,000/year ",9JZVV,"House A2, Maven Court, Royal Pine Estate, Orchid Road, Chevron Lekki Lagos",4,5,5,,02 Apr 2024,01 May 2024
8096,2 bedroom House for rent ONIRU Victoria Island Lagos," 12,000,000/year ",1LFZZ,Oniru Victoria Island Lagos,2,3,3,"Furnished ,Serviced",30 Apr 2024,01 May 2024
8097,2 bedroom Flat / Apartment for rent Adekunle Yaba Lagos," 3,000,000/year ",7LEVL,Adekunle Yaba Lagos,2,3,3,Newly Built,20 Apr 2024,01 May 2024
8098,4 bedroom House for rent Banana Island Ikoyi Lagos," 15,000,000/year ",1JVCK,Banana Island Ikoyi Lagos,4,5,5,,16 Feb 2024,01 May 2024
8099,Land for rent ONIRU Victoria Island Lagos," 25,000,000/year ",9KSDM,Oniru Victoria Island Lagos,0,0,0,,16 Dec 2023,01 May 2024
8100,Commercial Property for rent Old Ikoyi Ikoyi Lagos," 70,000,000/year ",8KCPP,Old Ikoyi Ikoyi Lagos,0,0,0,,10 Sep 2023,01 May 2024
8101,2 bedroom House for rent Ikate Lekki Lagos," 7,000,000/year ",4LFXB,Ikate Lekki Lagos,2,3,3,,30 Apr 2024,01 May 2024
8102,2 bedroom House for rent Aguda(Ogba) Ogba Lagos," 1,800,000/year ",2LDGB,Aguda(ogba) Ogba Lagos,2,2,3,Newly Built,05 Apr 2024,01 May 2024
8103,5 bedroom House for rent Adeniyi Jones Ikeja Lagos," 13,000,000/year ",7JWGH,Adeniyi Jones Ikeja Lagos,5,6,6,Furnished,15 Mar 2024,01 May 2024
8104,Commercial Property for rent Victoria Island Lagos," 100,000/sqm ",0KBBU,Victoria Island Lagos,0,0,0,,30 Aug 2023,01 May 2024
8105,3 bedroom House for rent ONIRU Victoria Island Lagos," 7,000,000/year ",8LCJT,Oniru Victoria Island Lagos,3,4,4,,27 Mar 2024,01 May 2024
8106,4 bedroom House for rent Omole phase 2 Ojodu Lagos," 5,000,000/year ",4LFVN,Omole Phase 2 Ojodu Lagos,4,4,5,,29 Apr 2024,01 May 2024
8107,Commercial Property for rent Ogudu Lagos," 6,500,000/year ",8JVMS,Ogudu Lagos,0,0,0,,21 Jul 2023,01 May 2024
8108,2 bedroom House for rent Ikate Lekki Lagos," 6,000,000/year ",2KDLL,Ikate Lekki Lagos,2,3,3,,22 Apr 2024,01 May 2024
8109,4 bedroom Commercial Property for rent chevron Lekki Lagos," 6,000,000/year ",8LCLZ,Chevron Lekki Lagos,4,5,5,,28 Mar 2024,01 May 2024
8110,2 bedroom House for rent Orchid chevron Lekki Lagos," 3,300,000/year ",5LCJW,Orchid Chevron Lekki Lagos,2,3,3,,27 Mar 2024,01 May 2024
8111,3 bedroom House for rent Idado Lekki Lagos," 5,000,000/year ",7LDEC,Idado Lekki Lagos,3,4,4,,04 Apr 2024,01 May 2024
8112,5 bedroom House for rent Lekki Palm City Estate Ado Ajah Lagos," 5,000,000/year ",9KTVR,Lekki Palm City Estate Ado Ajah Lagos,5,6,6,,22 Apr 2024,01 May 2024
8113,5 bedroom House for rent Osapa london Lekki Lagos," 6,000,000/year ",5LCMA,Osapa London Lekki Lagos,5,6,6,,28 Mar 2024,01 May 2024
8114,4 bedroom House for rent VGC Lekki Lagos," 5,000,000/year ",9KNXB,Vgc Lekki Lagos,4,5,5,,15 Mar 2024,01 May 2024
8115,4 bedroom House for rent chevron Lekki Lagos," 6,000,000/year ",5KVHX,Chevron Lekki Lagos,4,5,5,,20 Jan 2024,01 May 2024
8116,2 bedroom House for rent Ligali Ayorinde Victoria Island Lagos," 10,000,000/year ",9LEYB,Ligali Ayorinde Victoria Island Lagos,2,3,3,,21 Apr 2024,01 May 2024
8117,2 bedroom House for rent Palmgroove Shomolu Lagos," 4,500,000/year ",4LBXQ,Palmgroove Shomolu Lagos,2,3,3,,23 Mar 2024,01 May 2024
8118,Commercial Property for rent ONIRU Victoria Island Lagos," 80,000/sqm ",8JVCD,Oniru Victoria Island Lagos,0,0,0,,19 Jul 2023,01 May 2024
8119,Commercial Property for rent ONIRU Victoria Island Lagos," 6,000,000/year ",0JWGC,Oniru Victoria Island Lagos,0,0,0,,27 Jul 2023,01 May 2024
8120,4 bedroom House for rent Omole phase 2 Ojodu Lagos," 7,000,000/year ",0LBXC,Omole Phase 2 Ojodu Lagos,4,4,5,,23 Mar 2024,01 May 2024
8121,"Flat / Apartment for rent Phase 1, Lekki Lagos"," 3,500,000/year ",2JWVJ,"Phase 1, Lekki Lagos",0,0,0,,31 Jul 2023,01 May 2024
8122,4 bedroom House for rent chevron Lekki Lagos," 5,000,000/year ",0KXEQ,Chevron Lekki Lagos,4,5,5,,08 Feb 2024,01 May 2024
8123,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",5KXFB,Lekki Phase 1 Lekki Lagos,4,5,5,,08 Feb 2024,01 May 2024
8124,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 30,000,000/year ",6KVJE,Lekki Phase 1 Lekki Lagos,0,0,0,,20 Jan 2024,01 May 2024
