,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
363,Flat / Apartment for rent orchid Lekki Lagos," 1,200,000/year ",7LEMX,Orchid Lekki Lagos,0,1,1,Serviced,17 Apr 2024,02 May 2024
364,2 bedroom Flat / Apartment for rent Unity Estate (marina) Badore Ajah Lagos," 700,000/year ",1LGED,Unity Estate (marina) Badore Ajah Lagos,2,2,2,,,
365,Commercial Property for rent Acme Ikeja Lagos," 22,500,000/year ",1LGEC,Acme Ikeja Lagos, , ,6,Newly Built,02 May 2024,02 May 2024
366,2 bedroom Flat / Apartment for rent Sangotedo Ajah Lagos," 1,700,000/year ",3LGEC,Sangotedo Ajah Lagos,2,2,3,Serviced,02 May 2024,02 May 2024
367,1 bedroom Flat / Apartment for rent Palm Crescent (anu Crescent) Badore Ajah Lagos," 900,000/year ",6LGEB,Palm Crescent (anu Crescent) Badore Ajah Lagos,1,1,2,,02 May 2024,02 May 2024
368,3 bedroom Flat / Apartment for rent Olokonla Ajah Lagos," 1,500,000/year ",3LGEB,Olokonla Ajah Lagos,3,3,4,,02 May 2024,02 May 2024
369,2 bedroom Flat / Apartment for rent Isheri Oshun Bucknor Isolo Lagos," 1,000,000/year ",8LDGZ,Isheri Oshun Bucknor Isolo Lagos,2,2,3,Newly Built,05 Apr 2024,02 May 2024
370,2 bedroom Flat / Apartment for rent Isheri Oshun Bucknor Isolo Lagos," 1,000,000/year ",0LAMP,Isheri Oshun Bucknor Isolo Lagos,2,2,3,Newly Built,10 Mar 2024,02 May 2024
371,1 bedroom Flat / Apartment for rent Transformer Bucknor Close To Fasheun Bridge Ago Palace Isolo Lagos," 1,000,000/year ",0LDGR,Transformer Bucknor Close To Fasheun Bridge Ago Palace Isolo Lagos,1,1,2,Newly Built,05 Apr 2024,02 May 2024
372,2 bedroom Flat / Apartment for rent Hotel Bus Stop Bucknor Bucknor Isolo Lagos," 1,100,000/year ",9LGBM,Hotel Bus Stop Bucknor Bucknor Isolo Lagos,2,2,3,Newly Built,01 May 2024,02 May 2024
373,Commercial Property for rent Hfp Shopping Complex Abraham adesanya estate Ajah Lagos," 1,700,000/year ",5KZCX,Hfp Shopping Complex Abraham Adesanya Estate Ajah Lagos,0,0,2,Newly Built,27 Feb 2024,02 May 2024
374,Commercial Property for rent Oshodi Apapa Express By Five Star Oshodi Expressway Oshodi Lagos," 98,980,000/year ",2LGDY,Oshodi Apapa Express By Five Star Oshodi Expressway Oshodi Lagos, , ,8,,02 May 2024,02 May 2024
375,4 bedroom House for rent Ologolo Lekki Lagos Ologolo Lekki Lagos," 7,000,000/year ",9LGDX,Ologolo Lekki Lagos Ologolo Lekki Lagos,4,4,5,"Serviced ,Newly Built",02 May 2024,02 May 2024
376,4 bedroom House for rent Longonot Estate Off Kusenla Road Ikate Lekki Lagos," 10,000,000 ",6LGDX,Longonot Estate Off Kusenla Road Ikate Lekki Lagos,4,4,5,Serviced,02 May 2024,02 May 2024
377,3 bedroom House for rent Ikate Lekki Lagos," 8,000,000/year ",1LGDX,Ikate Lekki Lagos,3,3,4,Newly Built,02 May 2024,02 May 2024
378,"1 bedroom Flat / Apartment for rent Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos"," 1,400,000/year ",9LGDW,"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",1,1,2,,02 May 2024,02 May 2024
379,"1 bedroom Flat / Apartment for rent Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos"," 1,400,000/year ",9LGDW,"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",1,1,2,,02 May 2024,02 May 2024
380,4 bedroom House for rent Crown Estate Sangotedo Ajah Lagos," 6,000,000/year ",8LGDW,Crown Estate Sangotedo Ajah Lagos,4,4,5,"Furnished ,Serviced ,Newly Built",02 May 2024,02 May 2024
381,2 bedroom Flat / Apartment for rent chevron Lekki Lagos," 4,000,000/year ",6LGDU,Chevron Lekki Lagos,2,0,0,,02 May 2024,02 May 2024
382,4 bedroom House for rent Old Ikoyi Ikoyi Lagos," 25,000,000/year ",8LGDV,Old Ikoyi Ikoyi Lagos,4,0,0,,02 May 2024,02 May 2024
383,4 bedroom House for rent Parkview Estate Ikoyi Lagos," 15,000,000/year ",4LGDW,Parkview Estate Ikoyi Lagos,4,0,0,,02 May 2024,02 May 2024
384,5 bedroom House for rent Old Ikoyi Ikoyi Lagos," 23,000,000/year ",2LGDW,Old Ikoyi Ikoyi Lagos,5,0,0,,02 May 2024,02 May 2024
385,4 bedroom House for rent Gbangbala Street Ikate Lekki Lagos," 9,500,000/year ",6LGDV,Gbangbala Street Ikate Lekki Lagos,4,0,0,,02 May 2024,02 May 2024
386,2 bedroom Flat / Apartment for rent Ikate Lekki Lagos Lekki Phase 2 Lekki Lagos," 8,000,000/year ",4LGDV,Ikate Lekki Lagos Lekki Phase 2 Lekki Lagos,2,2,3,"Serviced ,Newly Built",02 May 2024,02 May 2024
387,"3 bedroom Flat / Apartment for rent Yaba,lagos Yaba Lagos"," 3,500,000/year ",4LGDS,"Yaba,lagos Yaba Lagos",3,3,4,,02 May 2024,02 May 2024
388,2 bedroom House for rent Thomas Animashaun Aguda Surulere Lagos," 2,500,000/year ",8LGDR,Thomas Animashaun Aguda Surulere Lagos,2,2,3,Newly Built,02 May 2024,02 May 2024
389,4 bedroom House for rent  Lekki Phase 1 Lekki Lagos," 12,000,000/year ",1LDUC,Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,09 Apr 2024,02 May 2024
390,1 bedroom Flat / Apartment for rent V Gc Along Lekki Expressway Lekki Lagos," 700,000/month ",3LGDM,V Gc Along Lekki Expressway Lekki Lagos,1,1,1,Furnished,09 Apr 2024,02 May 2024
391,1 bedroom Flat / Apartment for rent Unity Estate Badore Ajah Lagos," 500,000/year ",7LGDK,Unity Estate Badore Ajah Lagos,1,1,1,,09 Apr 2024,02 May 2024
392,1 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 1,600,000 ",4LGDJ,Ologolo Lekki Lagos,1,1,1,,09 Apr 2024,02 May 2024
393,"2 bedroom Flat / Apartment for rent Regent Park Estate, Oribanwa Phase 2, Awoyaya Oribanwa Ibeju-Lekki Lagos"," 1,200,000/year ",2LCPA,"Regent Park Estate, Oribanwa Phase 2, Awoyaya Oribanwa Ibeju Lekki Lagos",2, , ,Newly Built,29 Mar 2024,02 May 2024
394,5 bedroom House for rent Lekki Phase 1 Lekki Lagos," 20,000,000 ",6LGDH,Lekki Phase 1 Lekki Lagos,5, , ,,29 Mar 2024,02 May 2024
395,3 bedroom Flat / Apartment for rent Abacha Estate Ikoyi Lagos," 12,000,000/year ",7LGDG,Abacha Estate Ikoyi Lagos,3,3,4,Serviced,29 Mar 2024,02 May 2024
396,3 bedroom Flat / Apartment for rent Abacha Estate Ikoyi Lagos," 12,000,000/year ",7LGDG,Abacha Estate Ikoyi Lagos,3,3,4,,29 Mar 2024,02 May 2024
397,2 bedroom Flat / Apartment for rent Chevron Drive Lekki Lagos chevron Lekki Lagos," 4,000,000/year ",4LGDF,Chevron Drive Lekki Lagos Chevron Lekki Lagos,2,2,3,"Serviced ,Newly Built",02 May 2024,02 May 2024
398,3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 10,000,000 ",6LGDE,Oniru Victoria Island Lagos,3,3,4,Serviced,02 May 2024,02 May 2024
399,1 bedroom Flat / Apartment for rent Victoria Bay Estate orchid Lekki Lagos," 3,000,000/year ",6LFXL,Victoria Bay Estate Orchid Lekki Lagos,1,1,2,"Serviced ,Newly Built",30 Apr 2024,02 May 2024
400,1 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 1,500,000/year ",2LGDC,Osapa London Lekki Lagos,1,1,1,Serviced,30 Apr 2024,02 May 2024
401,Land for rent Adebowale Street Berger Ojodu Lagos," 3,000,000 ",9LGDA,Adebowale Street Berger Ojodu Lagos, , , ,,02 May 2024,02 May 2024
402,3 bedroom Flat / Apartment for rent Off Emmanuel Keshi Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 4,000,000/year ",6LFZD,Off Emmanuel Keshi Magodo Gra Phase 2 Kosofe Ikosi Lagos,3,4,4,,30 Apr 2024,02 May 2024
403,4 bedroom House for rent Ikota Gra Ikota Lekki Lagos," 4,500,000/year ",9LEEK,Ikota Gra Ikota Lekki Lagos,4,4,5,Newly Built,15 Apr 2024,02 May 2024
404,3 bedroom Flat / Apartment for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 7,000,000/year ",9LGCX,Off Admiralty Way Lekki Phase 1 Lekki Lagos,3,3,4,Serviced,15 Apr 2024,02 May 2024
405,2 bedroom Flat / Apartment for rent Abule-Oja Yaba Lagos," 2,000,000 ",8LGCX,Abule Oja Yaba Lagos,2,3,3,Furnished,15 Apr 2024,02 May 2024
406,4 bedroom House for rent Ikota Ikota Lekki Lagos," 4,000,000 ",3LGCX,Ikota Ikota Lekki Lagos,4,5,5,Newly Built,15 Apr 2024,02 May 2024
407,5 bedroom House for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 12,000,000/year ",6LFVW,Off Admiralty Way Lekki Phase 1 Lekki Lagos,5,5,6,Serviced,29 Apr 2024,02 May 2024
408,Flat / Apartment for rent Shomolu Shomolu Lagos," 700,000 ",1LGCX,Shomolu Shomolu Lagos, , , ,"Furnished ,Serviced ,Newly Built",29 Apr 2024,02 May 2024
409,"3 bedroom House for rent Ikate Elegushi, Lekki Ikate Lekki Lagos"," 2,500,000/year ",7LGCG,"Ikate Elegushi, Lekki Ikate Lekki Lagos",3,2,3,,01 May 2024,02 May 2024
410,1 bedroom Flat / Apartment for rent Lekki Gardens 2 Abraham Adesanya Ajah Lagos," 1,000,000/year ",9LGCW,Lekki Gardens 2 Abraham Adesanya Ajah Lagos,1,1,1,"Serviced ,Newly Built",01 May 2024,02 May 2024
411,2 bedroom House for rent Lekki County Homes Ikota Lekki Lagos," 2,500,000/year ",0LERZ,Lekki County Homes Ikota Lekki Lagos,2,2,3,"Furnished ,Serviced",18 Apr 2024,02 May 2024
412,2 bedroom Flat / Apartment for rent Ikate Ikate Lekki Lagos," 6,500,000 ",2LGCV,Ikate Ikate Lekki Lagos,2,2,3,"Serviced ,Newly Built",18 Apr 2024,02 May 2024
413,2 bedroom Flat / Apartment for rent Masha Surulere Lagos," 2,000,000/year ",9LGCU,Masha Surulere Lagos,2,2,3,Serviced,18 Apr 2024,02 May 2024
414,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 7,000,000/year ",2LFUN,Lekki Phase 1 Lekki Lagos,3,3,4,"Furnished ,Serviced",29 Apr 2024,02 May 2024
415,1 bedroom Flat / Apartment for rent Lekki County Homes Ikota Lekki Lagos," 2,500,000/year ",3LFGE,Lekki County Homes Ikota Lekki Lagos,1,1,2,Newly Built,24 Apr 2024,02 May 2024
416,5 bedroom House for rent Ifako-gbagada Gbagada Lagos," 5,000,000/year ",6LFCN,Ifako Gbagada Gbagada Lagos,5,6,6,,23 Apr 2024,02 May 2024
417,4 bedroom House for rent Lekki Lagos," 8,500,000 ",7LGCN,Lekki Lagos,4,4,5,Serviced,02 May 2024,02 May 2024
418,3 bedroom Flat / Apartment for rent Estate Awoyaya Ajah Lagos," 1,700,000/year ",5LEHL,Estate Awoyaya Ajah Lagos,3,3,4,Newly Built,16 Apr 2024,02 May 2024
419,3 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 4,000,099 ",8LGCM,Ologolo Lekki Lagos,3,3,4,,02 May 2024,02 May 2024
420,1 bedroom Flat / Apartment for rent Gowon Estate Egbeda Alimosho Lagos," 1,600,000/year ",4KXDK,Gowon Estate Egbeda Alimosho Lagos,1,2,2,"Furnished ,Serviced ,Newly Built",07 Feb 2024,02 May 2024
421,Commercial Property for rent Gowon Estate Egbeda Alimosho Lagos," 1,500,000/year ",3LEJP,Gowon Estate Egbeda Alimosho Lagos,0,0,0,,16 Apr 2024,02 May 2024
422,2 bedroom Flat / Apartment for rent Evergreen Estate Iyana Ipaja Ipaja Lagos," 850,000/year ",5LFMQ,Evergreen Estate Iyana Ipaja Ipaja Lagos,2,3,3,"Furnished ,Serviced ,Newly Built",26 Apr 2024,02 May 2024
423,1 bedroom Flat / Apartment for rent Ipaja Road Lagos Ipaja Ipaja Lagos," 600,000/year ",1LFRU,Ipaja Road Lagos Ipaja Ipaja Lagos,1,2,2,"Furnished ,Serviced ,Newly Built",27 Apr 2024,02 May 2024
424,2 bedroom Flat / Apartment for rent Close To Oke Afa Isolo Bucknor Isolo Lagos," 1,300,000 ",9LGCL,Close To Oke Afa Isolo Bucknor Isolo Lagos,2,2,3,,27 Apr 2024,02 May 2024
425,4 bedroom House for rent Freedom Way Lekki Phase 1 Lekki Lagos," 11,000,000/year ",3KZLL,Freedom Way Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",29 Feb 2024,02 May 2024
426,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",9LDDE,Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,04 Apr 2024,02 May 2024
427,2 bedroom Flat / Apartment for rent Good Seed Estate Badore Ajah Lagos," 1,100,000/year ",6LEQK,Good Seed Estate Badore Ajah Lagos,2,2,3,,18 Apr 2024,02 May 2024
428,Commercial Property for rent Amuwo Industrial Layout Amuwo Odofin Lagos," 25,000,000/sqm ",9KUYR,Amuwo Industrial Layout Amuwo Odofin Lagos,0,0,0,,17 Jan 2024,02 May 2024
429,2 bedroom Flat / Apartment for rent Seaside Estate Badore Ajah Lagos," 1,200,000/year ",0LEQK,Seaside Estate Badore Ajah Lagos,2,2,3,,18 Apr 2024,02 May 2024
430,2 bedroom Flat / Apartment for rent  Ikate Lekki Lagos," 7,000,000/year ",3LBGQ,Ikate Lekki Lagos,2,2,3,Newly Built,18 Mar 2024,02 May 2024
431,2 bedroom Flat / Apartment for rent  Ikate Lekki Lagos," 7,000,000/year ",3LBGQ,Ikate Lekki Lagos,2,2,3,,18 Mar 2024,02 May 2024
432,5 bedroom House for rent Hrc Ajah Lagos," 5,000,000/year ",6KZEJ,Hrc Ajah Lagos,5,5,4,"Serviced ,Newly Built",27 Feb 2024,02 May 2024
433,Commercial Property for rent Ikota Lekki Lagos," 1,400,000/year ",9KWTJ,Ikota Lekki Lagos,0,0,0,Furnished,02 Feb 2024,02 May 2024
434,3 bedroom Flat / Apartment for rent Greenville Estate Badore Ajah Lagos," 1,500,000/year ",2LBYC,Greenville Estate Badore Ajah Lagos,3,3,4,,23 Mar 2024,02 May 2024
435,Flat / Apartment for rent Old Ikoyi Ikoyi Lagos," 170,000,000/year ",0LENV,Old Ikoyi Ikoyi Lagos,0,0,0,,17 Apr 2024,02 May 2024
436,1 bedroom Flat / Apartment for rent Van Daniel Estate orchid Lekki Lagos," 1,700,000/year ",0LDHQ,Van Daniel Estate Orchid Lekki Lagos,1,1,1,Furnished,05 Apr 2024,02 May 2024
437,Flat / Apartment for rent Onike Iwaya Yaba Lagos," 10,000/month ",7KYVG,Onike Iwaya Yaba Lagos,0,0,0,,23 Feb 2024,02 May 2024
438,1 bedroom Flat / Apartment for rent Dpkay Estate Orchid Ajah Lagos," 2,500,000/year ",9LFBE,Dpkay Estate Orchid Ajah Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",22 Apr 2024,02 May 2024
439,1 bedroom Flat / Apartment for rent Dpkay Estate orchid Lekki Lagos," 2,500,000/year ",1LFBF,Dpkay Estate Orchid Lekki Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",22 Apr 2024,02 May 2024
440,2 bedroom Flat / Apartment for rent orchid Lekki Lagos," 3,000,000/year ",6LBGR,Orchid Lekki Lagos,2,3,3,,18 Mar 2024,02 May 2024
441,3 bedroom Flat / Apartment for rent Infinity Estate Badore Ajah Lagos," 2,500,000/year ",2LCUX,Infinity Estate Badore Ajah Lagos,3,3,4,Furnished,01 Apr 2024,02 May 2024
442,"5 bedroom Flat / Apartment for rent Omole Phase 2 Estate,berger Ojodu Lagos"," 10,000,000/year ",1LFPT,"Omole Phase 2 Estate,berger Ojodu Lagos",5,5,6,Serviced,26 Apr 2024,02 May 2024
443,2 bedroom Flat / Apartment for rent Peaceville Estate Badore Ajah Lagos," 1,500,000/year ",5LBPU,Peaceville Estate Badore Ajah Lagos,2,2,3,Newly Built,20 Mar 2024,02 May 2024
444,3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 7,000,000/year ",4LFSY,Oniru Victoria Island Lagos,3,3,3,"Serviced ,Newly Built",28 Apr 2024,02 May 2024
445,3 bedroom Flat / Apartment for rent True Vine Estate New oko oba Abule Egba Lagos," 2,000,000/year ",7LEJS,True Vine Estate New Oko Oba Abule Egba Lagos,3,4,4,,16 Apr 2024,02 May 2024
446,"6 bedroom House for rent Wumego Crescent, Off Christ Avenue Lekki Phase 1 Lekki Lagos"," 15,000,000/year ",0LECG,"Wumego Crescent, Off Christ Avenue Lekki Phase 1 Lekki Lagos",6,6,7,,13 Apr 2024,02 May 2024
447,3 bedroom Flat / Apartment for rent Majek Sangotedo Ajah Lagos," 1,200,000/year ",1LFZF,Majek Sangotedo Ajah Lagos,3,3,4,,30 Apr 2024,02 May 2024
448,3 bedroom Flat / Apartment for rent Majek Sangotedo Ajah Lagos," 1,200,000/year ",1LFZF,Majek Sangotedo Ajah Lagos,3,3,4,,30 Apr 2024,02 May 2024
449,2 bedroom Flat / Apartment for rent Monastery road Sangotedo Lagos," 1,200,000/year ",5LDHX,Monastery Road Sangotedo Lagos,2,2,3,,05 Apr 2024,02 May 2024
450,3 bedroom Flat / Apartment for rent Salem Ikate Lekki Lagos," 6,000,000/year ",2LEQC,Salem Ikate Lekki Lagos,3,3,4,Serviced,18 Apr 2024,02 May 2024
451,2 bedroom Flat / Apartment for rent Unity Estate Badore Ajah Lagos," 1,200,000/year ",3LCUY,Unity Estate Badore Ajah Lagos,2,2,3,Furnished,01 Apr 2024,02 May 2024
452,Flat / Apartment for rent Dpkay Estate orchid Lekki Lagos," 1,000,000/year ",9LDCD,Dpkay Estate Orchid Lekki Lagos,0,0,0,,04 Apr 2024,02 May 2024
453,2 bedroom Flat / Apartment for rent Peace Estate Badore Ajah Lagos," 1,200,000/year ",5LEQJ,Peace Estate Badore Ajah Lagos,2,2,3,,18 Apr 2024,02 May 2024
454,3 bedroom Flat / Apartment for rent Gbangbala Street Ikate Lekki Lagos," 6,500,000/year ",8LFXE,Gbangbala Street Ikate Lekki Lagos,3,3,4,Serviced,30 Apr 2024,02 May 2024
455,4 bedroom House for rent Franklin Garden Estate orchid Lekki Lagos," 5,000,000/year ",6LDLB,Franklin Garden Estate Orchid Lekki Lagos,4,4,4,,07 Apr 2024,02 May 2024
456,4 bedroom House for rent Sangotedo Ajah Lagos," 3,500,000/year ",8LDJD,Sangotedo Ajah Lagos,4,4,4,,06 Apr 2024,02 May 2024
457,2 bedroom Flat / Apartment for rent Agbonyin Kilo-Marsha Surulere Lagos," 2,000,000/year ",7LEYU,Agbonyin Kilo Marsha Surulere Lagos,2,2,3,,21 Apr 2024,02 May 2024
458,2 bedroom House for rent  Ogudu Lagos," 3,000,000/year ",1LDLX,Ogudu Lagos,2,2,3,Newly Built,07 Apr 2024,02 May 2024
459,2 bedroom Flat / Apartment for rent Hopeville Estate Sangotedo Ajah Lagos," 1,400,000/year ",0LEPT,Hopeville Estate Sangotedo Ajah Lagos,2,2,3,Newly Built,18 Apr 2024,02 May 2024
460,House for rent Near Chrisland School Idimu Egbe/Idimu Lagos," 800,000/year ",3LBTL,Near Chrisland School Idimu Egbe Idimu Lagos, , , ,,22 Mar 2024,02 May 2024
461,1 bedroom Flat / Apartment for rent Ekings Ado Ajah Lagos," 1,100,000/year ",5LFVW,Ekings Ado Ajah Lagos,1,1,2,,29 Apr 2024,02 May 2024
462,House for rent Near Excellence Hotel Aguda(Ogba) Ogba Lagos," 1,800,000/year ",4LEBJ,Near Excellence Hotel Aguda(ogba) Ogba Lagos,0,0,0,,12 Apr 2024,02 May 2024
463,"2 bedroom Flat / Apartment for rent Sky Mall, Sangotedo Ajah Lagos"," 1,600,000/year ",5LEPS,"Sky Mall, Sangotedo Ajah Lagos",2,2,3,Newly Built,18 Apr 2024,02 May 2024
464,1 bedroom Flat / Apartment for rent Baptist Church Badore Ajah Lagos," 1,000,000/year ",5LDDH,Baptist Church Badore Ajah Lagos,1,1,2,Newly Built,04 Apr 2024,02 May 2024
465,4 bedroom House for rent  Alagomeji Yaba Lagos," 6,500,000/year ",8KZLH,Alagomeji Yaba Lagos,4,5,5,Newly Built,29 Feb 2024,02 May 2024
466,1 bedroom Flat / Apartment for rent Pedro Road Shomolu Shomolu Lagos, 750/year ,5LGBD,Pedro Road Shomolu Shomolu Lagos,1,1,1,"Furnished ,Newly Built",01 May 2024,02 May 2024
467,"1 bedroom Flat / Apartment for rent Alaguntan, Off Mobil Road Ilaje Ajah Lagos"," 800,000/year ",7LFTG,"Alaguntan, Off Mobil Road Ilaje Ajah Lagos",1,1,1,,28 Apr 2024,02 May 2024
468,3 bedroom Flat / Apartment for rent Xtadok Estate Badore Ajah Lagos," 2,000,000/year ",1LDSP,Xtadok Estate Badore Ajah Lagos,3,3,4,Newly Built,09 Apr 2024,02 May 2024
469,1 bedroom Flat / Apartment for rent Ilaje Ajah Lagos," 900,000/year ",5LFHF,Ilaje Ajah Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",24 Apr 2024,02 May 2024
470,1 bedroom Flat / Apartment for rent Street Berger Ojodu Lagos," 650,000/year ",6LFHF,Street Berger Ojodu Lagos,1,1,1,Newly Built,24 Apr 2024,02 May 2024
471,Flat / Apartment for rent Alausa Ikeja Lagos," 500,000/year ",1LDQW,Alausa Ikeja Lagos,0,0,0,"Serviced ,Newly Built",08 Apr 2024,02 May 2024
472,"1 bedroom Flat / Apartment for rent H.r.c Estate Behind Of Vgc , Harris Drive Road Lekki Lagos"," 700,000/year ",6LDFY,"H.r.c Estate Behind Of Vgc , Harris Drive Road Lekki Lagos",1,1,1,,05 Apr 2024,02 May 2024
473,1 bedroom Flat / Apartment for rent Salem Ikate Lekki Lagos," 2,200,000/year ",5LFWC,Salem Ikate Lekki Lagos,1,1,2,,29 Apr 2024,02 May 2024
474,"Commercial Property for rent Off Admiralty Way, Lekki Phase 1 Lekki Lagos"," 2,500,000/year ",1KKRN,"Off Admiralty Way, Lekki Phase 1 Lekki Lagos", , , ,,24 Oct 2023,02 May 2024
475,1 bedroom Flat / Apartment for rent Idowu Estate Oke Ira Ado Ajah Lagos," 300,000/year ",0LDMC,Idowu Estate Oke Ira Ado Ajah Lagos,1,1,1,,07 Apr 2024,02 May 2024
476,3 bedroom Flat / Apartment for rent Berger Ojodu Lagos," 1,000,000/year ",7LDFH,Berger Ojodu Lagos,3,3,4,,05 Apr 2024,02 May 2024
477,Flat / Apartment for rent Serene And Secure Compound New Road Before Chevron Traffic Light chevron Lekki Lagos," 500,000/year ",2LFDK,Serene And Secure Compound New Road Before Chevron Traffic Light Chevron Lekki Lagos,0,0,0,,23 Apr 2024,02 May 2024
478,2 bedroom Flat / Apartment for rent Majek Sangotedo Ajah Lagos," 1,500,000/year ",1LDUU,Majek Sangotedo Ajah Lagos,2,3,3,,10 Apr 2024,02 May 2024
479,Flat / Apartment for rent Near Chisland School Arida Egbe/Idimu Lagos," 350,000/year ",3KZSL,Near Chisland School Arida Egbe Idimu Lagos, , , ,,03 Mar 2024,02 May 2024
480,3 bedroom Flat / Apartment for rent Salem Bustop Behind Romay Gardens Ilasan Lekki Lagos," 3,500,000/year ",4LFFG,Salem Bustop Behind Romay Gardens Ilasan Lekki Lagos,3,3,4,,24 Apr 2024,02 May 2024
481,Flat / Apartment for rent  Sangotedo Ajah Lagos," 450,000/year ",1LDDG,Sangotedo Ajah Lagos,0,1,1,,04 Apr 2024,02 May 2024
482,2 bedroom Flat / Apartment for rent  orchid Lekki Lagos," 2,000,000/year ",2LFQF,Orchid Lekki Lagos,2,2,3,,26 Apr 2024,02 May 2024
483,2 bedroom Flat / Apartment for rent  orchid Lekki Lagos," 2,000,000/year ",2LFQF,Orchid Lekki Lagos,2,2,3,,26 Apr 2024,02 May 2024
484,1 bedroom Flat / Apartment for rent Seaside Estate Badore Ajah Lagos," 500,000/year ",6LDFL,Seaside Estate Badore Ajah Lagos,1,1,1,Furnished,05 Apr 2024,02 May 2024
485,3 bedroom Flat / Apartment for rent By Bornu Way Alagomeji Yaba Lagos," 2,000,000/year ",2LCLB,By Bornu Way Alagomeji Yaba Lagos,3,3,3,,28 Mar 2024,02 May 2024
486,1 bedroom Flat / Apartment for rent Close To County Hospital Aguda(Ogba) Ogba Lagos," 1,200,000/year ",9LDZP,Close To County Hospital Aguda(ogba) Ogba Lagos,1,1,1,,12 Apr 2024,02 May 2024
487,1 bedroom Flat / Apartment for rent Lawanson Surulere Lagos," 1,200,000/year ",1LBFU,Lawanson Surulere Lagos,1,2,2,Newly Built,18 Mar 2024,02 May 2024
488,1 bedroom Flat / Apartment for rent  Ilaje Ajah Lagos," 900,000/year ",1LFHF,Ilaje Ajah Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",24 Apr 2024,02 May 2024
489,1 bedroom Flat / Apartment for rent Ebute Ikorodu Lagos," 400,000/year ",4LFTK,Ebute Ikorodu Lagos,1,2,2,,28 Apr 2024,02 May 2024
490,1 bedroom House for rent Alpha And Omega Igbogbo Ikorodu Lagos," 300,000/year ",2LEZQ,Alpha And Omega Igbogbo Ikorodu Lagos,1,1,1,"Furnished ,Newly Built",22 Apr 2024,02 May 2024
491,3 bedroom House for rent Osapa london Lekki Lagos," 5,000,000/year ",9LDJD,Osapa London Lekki Lagos,3,3,3,,06 Apr 2024,02 May 2024
492,Commercial Property for rent  Onikan Lagos Island Lagos," 2,200,000/year ",2LCGL,Onikan Lagos Island Lagos,0,0,0,,26 Mar 2024,02 May 2024
493,4 bedroom House for rent Gated Estate Along Orchid Road Lekki Lagos State orchid Lekki Lagos," 5,000,000/year ",0LALA,Gated Estate Along Orchid Road Lekki Lagos State Orchid Lekki Lagos,4,4,5,,09 Mar 2024,02 May 2024
494,4 bedroom House for rent Ikota Gra Lekki Lagos," 4,000,000/year ",6LDQJ,Ikota Gra Lekki Lagos,4,4,5,Serviced,08 Apr 2024,02 May 2024
495,4 bedroom Flat / Apartment for rent  Falomo Ikoyi Lagos," 25,000,000/year ",4LAVU,Falomo Ikoyi Lagos,4,4,5,Newly Built,13 Mar 2024,02 May 2024
496,3 bedroom Flat / Apartment for rent  Ikate Lekki Lagos," 8,000,000/year ",7LBGQ,Ikate Lekki Lagos,3,3,4,Newly Built,18 Mar 2024,02 May 2024
497,4 bedroom House for rent Lekki Phase 1 Lekki Lagos," 13,000,000/year ",6LEGJ,Lekki Phase 1 Lekki Lagos,4,4,5,"Serviced ,Newly Built",15 Apr 2024,02 May 2024
498,2 bedroom Flat / Apartment for rent Peaceville Estate Badore Ajah Lagos," 2,500,000/year ",7LBPU,Peaceville Estate Badore Ajah Lagos,2,2,3,Newly Built,20 Mar 2024,02 May 2024
499,Commercial Property for rent Abule Oshun Ojo Lagos," 30,000/sqm ",6KVBH,Abule Oshun Ojo Lagos,0,0,0,,17 Jan 2024,02 May 2024
500,Commercial Property for rent Abule Oshun Ojo Lagos," 30,000/sqm ",6KVBH,Abule Oshun Ojo Lagos,0,0,0,,17 Jan 2024,02 May 2024
501,5 bedroom House for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 8,500,000/year ",0LAPN,Off Freedom Way Lekki Phase 1 Lekki Lagos,5,0,0,,11 Mar 2024,02 May 2024
